# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	892706	893296	+					rimM		ABO_RS04125	591		old_locus_tag=ABO_0799
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	892706	893296	+	WP_011588083.1	WP_011588083.1		ribosome maturation factor RimM	rimM		ABO_RS04125	591	196	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	893297	894094	+					trmD		ABO_RS04130	798		old_locus_tag=ABO_0800
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	893297	894094	+	WP_011588084.1	WP_011588084.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		ABO_RS04130	798	265	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	894105	894461	+					rplS		ABO_RS04135	357		old_locus_tag=ABO_0801
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	894105	894461	+	WP_011588085.1	WP_011588085.1		50S ribosomal protein L19	rplS		ABO_RS04135	357	118	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	894807	895061	-							ABO_RS04140	255		old_locus_tag=ABO_0802
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	894807	895061	-	WP_011588086.1	WP_011588086.1		GlsB/YeaQ/YmgE family stress response membrane protein			ABO_RS04140	255	84	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	895247	896185	+					xerD		ABO_RS04145	939		old_locus_tag=ABO_0803
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	895247	896185	+	WP_011588087.1	WP_011588087.1		site-specific tyrosine recombinase XerD	xerD		ABO_RS04145	939	312	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	896231	896974	+							ABO_RS04150	744		old_locus_tag=ABO_0804
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	896231	896974	+	WP_011588088.1	WP_011588088.1		DsbC family protein			ABO_RS04150	744	247	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	897096	898286	+					alaC		ABO_RS04155	1191		old_locus_tag=ABO_0805
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	897096	898286	+	WP_035460794.1	WP_035460794.1		alanine transaminase	alaC		ABO_RS04155	1191	396	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	898329	899630	+							ABO_RS04160	1302		old_locus_tag=ABO_0806
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	898329	899630	+	WP_011588090.1	WP_011588090.1		homoserine dehydrogenase			ABO_RS04160	1302	433	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	899765	900847	+					thrC		ABO_RS04165	1083		old_locus_tag=ABO_0807
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	899765	900847	+	WP_011588091.1	WP_011588091.1		threonine synthase	thrC		ABO_RS04165	1083	360	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	901465	903033	+							ABO_RS04170	1569		old_locus_tag=ABO_0808
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	901465	903033	+	WP_011588092.1	WP_011588092.1		BCCT family transporter			ABO_RS04170	1569	522	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	903275	904507	-							ABO_RS04175	1233		old_locus_tag=ABO_0809
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	903275	904507	-	WP_035460791.1	WP_035460791.1		EstA family serine hydrolase			ABO_RS04175	1233	410	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	904794	905111	+							ABO_RS04180	318		old_locus_tag=ABO_0810
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	904794	905111	+	WP_011588094.1	WP_011588094.1		DUF962 domain-containing protein			ABO_RS04180	318	105	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	905161	905634	+							ABO_RS04185	474		old_locus_tag=ABO_0811
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	905161	905634	+	WP_011588095.1	WP_011588095.1		group III truncated hemoglobin			ABO_RS04185	474	157	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	905916	907124	-							ABO_RS04190	1209		old_locus_tag=ABO_0812
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	905916	907124	-	WP_011588096.1	WP_011588096.1		CoA transferase			ABO_RS04190	1209	402	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	907327	908019	+					trmH		ABO_RS04195	693		old_locus_tag=ABO_0813
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	907327	908019	+	WP_011588097.1	WP_011588097.1		tRNA (guanosine(18)-2'-O)-methyltransferase TrmH	trmH		ABO_RS04195	693	230	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	908004	908258	-							ABO_RS14490	255		
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	908004	908258	-	WP_162010033.1	WP_162010033.1		hypothetical protein			ABO_RS14490	255	84	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	908432	909103	+							ABO_RS04200	672		old_locus_tag=ABO_0814
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	908432	909103	+	WP_035460790.1	WP_035460790.1		50S ribosomal protein L11 methyltransferase			ABO_RS04200	672	223	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	909273	910655	+							ABO_RS04205	1383		old_locus_tag=ABO_0815
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	909273	910655	+	WP_035460788.1	WP_035460788.1		DegQ family serine endoprotease			ABO_RS04205	1383	460	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	911043	911357	+							ABO_RS04210	315		old_locus_tag=ABO_0816
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	911043	911357	+	WP_011588100.1	WP_011588100.1		thioredoxin family protein			ABO_RS04210	315	104	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	911384	912415	-							ABO_RS04215	1032		old_locus_tag=ABO_0817
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	911384	912415	-	WP_035460787.1	WP_035460787.1		medium chain dehydrogenase/reductase family protein			ABO_RS04215	1032	343	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	912534	912956	+							ABO_RS04220	423		old_locus_tag=ABO_0818
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	912534	912956	+	WP_011588102.1	WP_011588102.1		DoxX family protein			ABO_RS04220	423	140	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	913070	913465	-							ABO_RS04225	396		old_locus_tag=ABO_0819
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	913070	913465	-	WP_011588103.1	WP_011588103.1		TM2 domain-containing protein			ABO_RS04225	396	131	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	913491	914684	-					purT		ABO_RS04230	1194		old_locus_tag=ABO_0820
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	913491	914684	-	WP_011588104.1	WP_011588104.1		formate-dependent phosphoribosylglycinamide formyltransferase	purT		ABO_RS04230	1194	397	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	914846	915304	+					tadA		ABO_RS04235	459		old_locus_tag=ABO_0821
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	914846	915304	+	WP_011588105.1	WP_011588105.1		tRNA adenosine(34) deaminase TadA	tadA		ABO_RS04235	459	152	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	915445	916599	-							ABO_RS04240	1155		old_locus_tag=ABO_0822
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	915445	916599	-	WP_011588106.1	WP_011588106.1		OmpA family protein			ABO_RS04240	1155	384	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	916776	917633	-							ABO_RS04245	858		old_locus_tag=ABO_0823
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	916776	917633	-	WP_011588107.1	WP_011588107.1		GGDEF domain-containing protein			ABO_RS04245	858	285	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	917722	918246	-							ABO_RS04250	525		old_locus_tag=ABO_0824
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	917722	918246	-	WP_011588108.1	WP_011588108.1		chalcone isomerase family protein			ABO_RS04250	525	174	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	918228	918797	-							ABO_RS04255	570		old_locus_tag=ABO_0825
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	918228	918797	-	WP_035460783.1	WP_035460783.1		nuclear transport factor 2 family protein			ABO_RS04255	570	189	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	918936	919472	+							ABO_RS04260	537		old_locus_tag=ABO_0826
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	918936	919472	+	WP_011588110.1	WP_011588110.1		DUF2878 domain-containing protein			ABO_RS04260	537	178	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	919465	920238	+							ABO_RS04265	774		old_locus_tag=ABO_0827
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	919465	920238	+	WP_011588111.1	WP_011588111.1		DUF1295 domain-containing protein			ABO_RS04265	774	257	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	920235	921251	+							ABO_RS04270	1017		old_locus_tag=ABO_0828
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	920235	921251	+	WP_011588112.1	WP_011588112.1		class I SAM-dependent methyltransferase			ABO_RS04270	1017	338	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	921301	922560	+							ABO_RS04275	1260		old_locus_tag=ABO_0829
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	921301	922560	+	WP_011588113.1	WP_011588113.1		HAMP domain-containing histidine kinase			ABO_RS04275	1260	419	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	922591	923463	-							ABO_RS04280	873		old_locus_tag=ABO_0830
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	922591	923463	-	WP_232501282.1	WP_232501282.1		diguanylate cyclase			ABO_RS04280	873	290	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	923530	924219	-							ABO_RS04285	690		old_locus_tag=ABO_0831
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	923530	924219	-	WP_197017562.1	WP_197017562.1		response regulator transcription factor			ABO_RS04285	690	229	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	924391	925383	-							ABO_RS04290	993		old_locus_tag=ABO_0832
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	924391	925383	-	WP_011588116.1	WP_011588116.1		GlxA family transcriptional regulator			ABO_RS04290	993	330	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	925476	927263	+							ABO_RS04295	1788		old_locus_tag=ABO_0833
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	925476	927263	+	WP_011588117.1	WP_011588117.1		acyl-CoA dehydrogenase			ABO_RS04295	1788	595	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	927769	928983	-					fabB		ABO_RS04300	1215		old_locus_tag=ABO_0834
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	927769	928983	-	WP_011588118.1	WP_011588118.1		beta-ketoacyl-ACP synthase I	fabB		ABO_RS04300	1215	404	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	928993	929520	-					fabA		ABO_RS04305	528		old_locus_tag=ABO_0835
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	928993	929520	-	WP_011588119.1	WP_011588119.1		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA	fabA		ABO_RS04305	528	175	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	929908	931878	+							ABO_RS04310	1971		old_locus_tag=ABO_0836
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	929908	931878	+	WP_011588120.1	WP_011588120.1		heme lyase CcmF/NrfE family subunit			ABO_RS04310	1971	656	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	931868	932416	+							ABO_RS04315	549		old_locus_tag=ABO_0837
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	931868	932416	+	WP_011588121.1	WP_011588121.1		DsbE family thiol:disulfide interchange protein			ABO_RS04315	549	182	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	932416	932853	+							ABO_RS04320	438		old_locus_tag=ABO_0838
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	932416	932853	+	WP_011588122.1	WP_011588122.1		cytochrome c-type biogenesis protein CcmH			ABO_RS04320	438	145	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	932850	933875	+							ABO_RS04325	1026		old_locus_tag=ABO_0839
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	932850	933875	+	WP_011588123.1	WP_011588123.1		cytochrome c biogenesis protein			ABO_RS04325	1026	341	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	934160	934816	+					adk		ABO_RS04330	657		old_locus_tag=ABO_0840
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	934160	934816	+	WP_011588124.1	WP_011588124.1		adenylate kinase	adk		ABO_RS04330	657	218	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	935215	935391	-							ABO_RS14450	177		
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	935215	935391	-	WP_158299161.1	WP_158299161.1		hypothetical protein			ABO_RS14450	177	58	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	936343	937068	+							ABO_RS04335	726		old_locus_tag=ABO_0841
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	936343	937068	+	WP_011588125.1	WP_011588125.1		hypothetical protein			ABO_RS04335	726	241	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	937349	937585	+							ABO_RS14215	237		
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	937349	937585	+	WP_081424053.1	WP_081424053.1		bacterioferritin-associated ferredoxin			ABO_RS14215	237	78	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	937709	938188	+					bfr		ABO_RS04340	480		old_locus_tag=ABO_0842
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	937709	938188	+	WP_011588126.1	WP_011588126.1		bacterioferritin	bfr		ABO_RS04340	480	159	
gene	tRNA	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	938279	938355	+							ABO_RS04345	77		old_locus_tag=ABO_tRNA_15
tRNA		GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	938279	938355	+				tRNA-Arg			ABO_RS04345	77		anticodon=ACG
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	938772	939017	+							ABO_RS04350	246		old_locus_tag=ABO_0843
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	938772	939017	+	WP_011588127.1	WP_011588127.1		OadG family protein			ABO_RS04350	246	81	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	939033	940832	+					oadA		ABO_RS04355	1800		old_locus_tag=ABO_0844
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	939033	940832	+	WP_011588128.1	WP_011588128.1		sodium-extruding oxaloacetate decarboxylase subunit alpha	oadA		ABO_RS04355	1800	599	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	940825	942123	+							ABO_RS04360	1299		old_locus_tag=ABO_0845
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	940825	942123	+	WP_011588129.1	WP_011588129.1		sodium ion-translocating decarboxylase subunit beta			ABO_RS04360	1299	432	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	942238	943236	+							ABO_RS04365	999		old_locus_tag=ABO_0846
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	942238	943236	+	WP_148201425.1	WP_148201425.1		DUF2914 domain-containing protein			ABO_RS04365	999	332	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	943714	944256	+							ABO_RS04370	543		old_locus_tag=ABO_0847
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	943714	944256	+	WP_148201427.1	WP_148201427.1		hypothetical protein			ABO_RS04370	543	180	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	944357	944890	+							ABO_RS04375	534		old_locus_tag=ABO_0848
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	944357	944890	+	WP_011588132.1	WP_011588132.1		DUF2939 domain-containing protein			ABO_RS04375	534	177	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	944981	945796	+							ABO_RS04380	816		old_locus_tag=ABO_0849
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	944981	945796	+	WP_011588133.1	WP_011588133.1		DUF2971 domain-containing protein			ABO_RS04380	816	271	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	946165	947319	-							ABO_RS04385	1155		old_locus_tag=ABO_0850
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	946165	947319	-	WP_011588134.1	WP_011588134.1		YbfB/YjiJ family MFS transporter			ABO_RS04385	1155	384	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	947899	949200	+							ABO_RS04395	1302		old_locus_tag=ABO_0851
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	947899	949200	+	WP_231483348.1	WP_231483348.1		ABC transporter substrate-binding protein			ABO_RS04395	1302	433	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	949230	950231	+							ABO_RS04400	1002		old_locus_tag=ABO_0852
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	949230	950231	+	WP_011588136.1	WP_011588136.1		ABC transporter permease			ABO_RS04400	1002	333	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	950248	951087	+							ABO_RS04405	840		old_locus_tag=ABO_0853
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	950248	951087	+	WP_011588137.1	WP_011588137.1		ABC transporter ATP-binding protein			ABO_RS04405	840	279	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	951208	952392	+							ABO_RS04410	1185		old_locus_tag=ABO_0854
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	951208	952392	+	WP_011588138.1	WP_011588138.1		alginate export family protein			ABO_RS04410	1185	394	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	952436	954415	+							ABO_RS14105	1980		old_locus_tag=ABO_0855
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	952436	954415	+	WP_011588139.1	WP_011588139.1		FAD-dependent oxidoreductase			ABO_RS14105	1980	659	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	954431	955768	+							ABO_RS04420	1338		old_locus_tag=ABO_0856
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	954431	955768	+	WP_011588140.1	WP_011588140.1		cytochrome c3 family protein			ABO_RS04420	1338	445	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	955811	956407	+							ABO_RS04425	597		old_locus_tag=ABO_0857
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	955811	956407	+	WP_011588141.1	WP_011588141.1		DUF3365 domain-containing protein			ABO_RS04425	597	198	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	956514	956921	+							ABO_RS04430	408		old_locus_tag=ABO_0858
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	956514	956921	+	WP_011588142.1	WP_011588142.1		globin domain-containing protein			ABO_RS04430	408	135	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	957040	957690	+							ABO_RS04435	651		old_locus_tag=ABO_0859
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	957040	957690	+	WP_011588143.1	WP_011588143.1		ANTAR domain-containing protein			ABO_RS04435	651	216	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	957888	959048	+							ABO_RS04440	1161		old_locus_tag=ABO_0860
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	957888	959048	+	WP_046961743.1	WP_046961743.1		ABC transporter substrate-binding protein			ABO_RS04440	1161	386	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	959196	961487	-					metE		ABO_RS04445	2292		old_locus_tag=ABO_0861
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	959196	961487	-	WP_011588145.1	WP_011588145.1		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	metE		ABO_RS04445	2292	763	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	961716	962639	+							ABO_RS04450	924		old_locus_tag=ABO_0862
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	961716	962639	+	WP_011588146.1	WP_011588146.1		LysR family transcriptional regulator			ABO_RS04450	924	307	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	962704	963057	-							ABO_RS04455	354		old_locus_tag=ABO_0863
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	962704	963057	-	WP_011588147.1	WP_011588147.1		DUF6176 family protein			ABO_RS04455	354	117	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	963129	963593	-							ABO_RS04460	465		old_locus_tag=ABO_0864
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	963129	963593	-	WP_011588148.1	WP_011588148.1		DUF1456 family protein			ABO_RS04460	465	154	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	964068	964661	-							ABO_RS04465	594		old_locus_tag=ABO_0865
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	964068	964661	-	WP_011588149.1	WP_011588149.1		carboxypeptidase-like regulatory domain-containing protein			ABO_RS04465	594	197	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	964664	965287	-							ABO_RS04470	624		old_locus_tag=ABO_0866
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	964664	965287	-	WP_011588150.1	WP_011588150.1		hypothetical protein			ABO_RS04470	624	207	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	965325	965792	-							ABO_RS04475	468		old_locus_tag=ABO_0867
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	965325	965792	-	WP_011588151.1	WP_011588151.1		CYTH domain-containing protein			ABO_RS04475	468	155	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	965776	966186	-							ABO_RS04480	411		old_locus_tag=ABO_0868
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	965776	966186	-	WP_011588152.1	WP_011588152.1		DUF4279 domain-containing protein			ABO_RS04480	411	136	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	966183	966755	-							ABO_RS04485	573		old_locus_tag=ABO_0869
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	966183	966755	-	WP_011588153.1	WP_011588153.1		lipocalin family protein			ABO_RS04485	573	190	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	966863	967516	+					ccmA		ABO_RS04490	654		old_locus_tag=ABO_0870
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	966863	967516	+	WP_011588154.1	WP_011588154.1		cytochrome c biogenesis heme-transporting ATPase CcmA	ccmA		ABO_RS04490	654	217	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	967513	968181	+					ccmB		ABO_RS04495	669		old_locus_tag=ABO_0871
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	967513	968181	+	WP_011588155.1	WP_011588155.1		heme exporter protein CcmB	ccmB		ABO_RS04495	669	222	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	968233	968991	+					ccmC		ABO_RS04500	759		old_locus_tag=ABO_0872
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	968233	968991	+	WP_011588156.1	WP_011588156.1		heme ABC transporter permease CcmC	ccmC		ABO_RS04500	759	252	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	968993	969247	+					ccmD		ABO_RS04505	255		old_locus_tag=ABO_0873
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	968993	969247	+	WP_011588157.1	WP_011588157.1		heme exporter protein CcmD	ccmD		ABO_RS04505	255	84	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	969231	969713	+					ccmE		ABO_RS04510	483		old_locus_tag=ABO_0874
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	969231	969713	+	WP_011588158.1	WP_011588158.1		cytochrome c maturation protein CcmE	ccmE		ABO_RS04510	483	160	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	969834	971321	+							ABO_RS04515	1488		old_locus_tag=ABO_0875
CDS	with_protein	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	969834	971321	+	WP_011588159.1	WP_011588159.1		RimK family alpha-L-glutamate ligase			ABO_RS04515	1488	495	
gene	protein_coding	GCF_000009365.1	Primary Assembly	chromosome		NC_008260.1	971547	972200	-							ABO_RS04520	654		old_locus_tag=ABO_0876
