# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	389026	389415	-	WP_008736504.1	WP_008736504.1		Cu(I)-responsive transcriptional regulator	cueR		S7S_RS01875	390	129	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	389426	391894	-							S7S_RS01880	2469		old_locus_tag=S7S_01885
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	389426	391894	-	WP_041025890.1	WP_041025890.1		heavy metal translocating P-type ATPase			S7S_RS01880	2469	822	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	392000	392329	+							S7S_RS01885	330		old_locus_tag=S7S_01890
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	392000	392329	+	WP_008736521.1	WP_008736521.1		hypothetical protein			S7S_RS01885	330	109	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	392399	393793	+							S7S_RS01890	1395		old_locus_tag=S7S_01895
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	392399	393793	+	WP_144401560.1	WP_144401560.1		TolC family protein			S7S_RS01890	1395	464	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	393793	395139	+							S7S_RS01895	1347		old_locus_tag=S7S_01900
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	393793	395139	+	WP_052269190.1	WP_052269190.1		copper oxidase			S7S_RS01895	1347	448	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	395162	395623	+							S7S_RS01900	462		old_locus_tag=S7S_01905
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	395162	395623	+	WP_238582924.1	WP_238582924.1		DUF411 domain-containing protein			S7S_RS01900	462	153	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	395659	396891	-							S7S_RS01905	1233		old_locus_tag=S7S_01910
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	395659	396891	-	WP_041025891.1	WP_041025891.1		HmuY family protein			S7S_RS01905	1233	410	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	396959	398941	-							S7S_RS01910	1983		old_locus_tag=S7S_01915
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	396959	398941	-	WP_082027602.1	WP_082027602.1		TonB-dependent receptor			S7S_RS01910	1983	660	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	399102	399491	+							S7S_RS01915	390		old_locus_tag=S7S_01920
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	399102	399491	+	WP_008736537.1	WP_008736537.1		hypothetical protein			S7S_RS01915	390	129	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	399498	399983	-							S7S_RS01920	486		old_locus_tag=S7S_01925
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	399498	399983	-	WP_041025892.1	WP_041025892.1		Lrp/AsnC family transcriptional regulator			S7S_RS01920	486	161	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	400273	401952	+					leuA		S7S_RS01925	1680		old_locus_tag=S7S_01930
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	400273	401952	+	WP_041026060.1	WP_041026060.1		2-isopropylmalate synthase	leuA		S7S_RS01925	1680	559	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	402017	402472	-							S7S_RS19485	456		
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	402017	402472	-	WP_144401561.1	WP_144401561.1		hypothetical protein			S7S_RS19485	456	151	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	402590	403135	-							S7S_RS01930	546		old_locus_tag=S7S_01935
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	402590	403135	-	WP_144401562.1	WP_144401562.1		TIGR00645 family protein			S7S_RS01930	546	181	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	403200	405743	-					secD		S7S_RS01935	2544		old_locus_tag=S7S_01940
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	403200	405743	-	WP_052269192.1	WP_052269192.1		protein translocase subunit SecD	secD		S7S_RS01935	2544	847	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	405820	406209	-							S7S_RS01940	390		old_locus_tag=S7S_01945
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	405820	406209	-	WP_041025893.1	WP_041025893.1		hypothetical protein			S7S_RS01940	390	129	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	406332	406946	-							S7S_RS19780	615		old_locus_tag=S7S_01950
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	406332	406946	-	WP_052269193.1	WP_052269193.1		TetR/AcrR family transcriptional regulator			S7S_RS19780	615	204	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	407025	408035	+							S7S_RS19785	1011		old_locus_tag=S7S_01955
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	407025	408035	+	WP_041025894.1	WP_041025894.1		DUF6091 family protein			S7S_RS19785	1011	336	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	408046	408498	+							S7S_RS01955	453		old_locus_tag=S7S_01960
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	408046	408498	+	WP_041025895.1	WP_041025895.1		DUF4440 domain-containing protein			S7S_RS01955	453	150	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	408510	409307	+							S7S_RS01960	798		old_locus_tag=S7S_01965
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	408510	409307	+	WP_041025896.1	WP_041025896.1		glutathione S-transferase			S7S_RS01960	798	265	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	409310	410185	-							S7S_RS01965	876		old_locus_tag=S7S_01970
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	409310	410185	-	WP_008736549.1	WP_008736549.1		LysR family transcriptional regulator			S7S_RS01965	876	291	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	410314	411423	+							S7S_RS01970	1110		old_locus_tag=S7S_01975
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	410314	411423	+	WP_041025897.1	WP_041025897.1		S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase			S7S_RS01970	1110	369	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	411478	413385	-							S7S_RS01975	1908		old_locus_tag=S7S_01980
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	411478	413385	-	WP_041025898.1	WP_041025898.1		FTR1 family protein			S7S_RS01975	1908	635	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	413565	414050	-							S7S_RS01980	486		old_locus_tag=S7S_01985
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	413565	414050	-	WP_041025899.1	WP_041025899.1		peptidylprolyl isomerase			S7S_RS01980	486	161	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	414147	415130	+					moaA		S7S_RS01985	984		old_locus_tag=S7S_01990
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	414147	415130	+	WP_041025900.1	WP_041025900.1		GTP 3',8-cyclase MoaA	moaA		S7S_RS01985	984	327	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	415134	415568	-							S7S_RS01990	435		old_locus_tag=S7S_01995
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	415134	415568	-	WP_041025901.1	WP_041025901.1		helix-turn-helix domain-containing protein			S7S_RS01990	435	144	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	415638	416264	+							S7S_RS01995	627		old_locus_tag=S7S_02000
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	415638	416264	+	WP_041025902.1	WP_041025902.1		cation transporter			S7S_RS01995	627	208	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	416284	417774	-					ubiD		S7S_RS02000	1491		old_locus_tag=S7S_02005
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	416284	417774	-	WP_041025903.1	WP_041025903.1		4-hydroxy-3-polyprenylbenzoate decarboxylase	ubiD		S7S_RS02000	1491	496	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	417970	419982	+							S7S_RS02005	2013		old_locus_tag=S7S_02010
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	417970	419982	+	WP_041025904.1	WP_041025904.1		PhoX family phosphatase			S7S_RS02005	2013	670	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	420032	420865	-							S7S_RS02010	834		old_locus_tag=S7S_02015
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	420032	420865	-	WP_052269194.1	WP_052269194.1		CPBP family glutamic-type intramembrane protease			S7S_RS02010	834	277	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	420953	422212	-					rho		S7S_RS02015	1260		old_locus_tag=S7S_02020
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	420953	422212	-	WP_041025905.1	WP_041025905.1		transcription termination factor Rho	rho		S7S_RS02015	1260	419	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	422458	422784	-					trxA		S7S_RS02020	327		old_locus_tag=S7S_02025
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	422458	422784	-	WP_008736578.1	WP_008736578.1		thioredoxin TrxA	trxA		S7S_RS02020	327	108	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	423080	424516	+							S7S_RS02025	1437		old_locus_tag=S7S_02030
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	423080	424516	+	WP_052269289.1	WP_052269289.1		Ppx/GppA family phosphatase			S7S_RS02025	1437	478	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	424555	426651	-					ppk1		S7S_RS02030	2097		old_locus_tag=S7S_02035
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	424555	426651	-	WP_041025907.1	WP_041025907.1		polyphosphate kinase 1	ppk1		S7S_RS02030	2097	698	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	426755	427714	-					hemB		S7S_RS02035	960		old_locus_tag=S7S_02040
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	426755	427714	-	WP_052269290.1	WP_052269290.1		porphobilinogen synthase	hemB		S7S_RS02035	960	319	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	427857	429995	+							S7S_RS02040	2139		old_locus_tag=S7S_02045
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	427857	429995	+	WP_041025909.1	WP_041025909.1		bifunctional TVP38/TMEM64 family protein/FAD-dependent oxidoreductase			S7S_RS02040	2139	712	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	429992	430405	+							S7S_RS02045	414		old_locus_tag=S7S_02050
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	429992	430405	+	WP_041025910.1	WP_041025910.1		glyoxalase			S7S_RS02045	414	137	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	430416	430940	+					greB		S7S_RS02050	525		old_locus_tag=S7S_02055
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	430416	430940	+	WP_008736599.1	WP_008736599.1		transcription elongation factor GreB	greB		S7S_RS02050	525	174	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	430937	431590	+							S7S_RS02055	654		old_locus_tag=S7S_02060
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	430937	431590	+	WP_041025911.1	WP_041025911.1		DUF502 domain-containing protein			S7S_RS02055	654	217	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	431587	432240	+					elbB		S7S_RS02060	654		old_locus_tag=S7S_02065
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	431587	432240	+	WP_041025912.1	WP_041025912.1		isoprenoid biosynthesis glyoxalase ElbB	elbB		S7S_RS02060	654	217	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	432281	434185	-							S7S_RS02065	1905		old_locus_tag=S7S_02070
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	432281	434185	-	WP_041025913.1	WP_041025913.1		ATP-binding cassette domain-containing protein			S7S_RS02065	1905	634	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	434289	434759	+							S7S_RS02070	471		old_locus_tag=S7S_02075
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	434289	434759	+	WP_035204379.1	WP_035204379.1		TIGR02444 family protein			S7S_RS02070	471	156	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	434750	435505	-							S7S_RS02075	756		old_locus_tag=S7S_02080
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	434750	435505	-	WP_052269195.1	WP_052269195.1		ParA family protein			S7S_RS02075	756	251	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	435860	436570	+							S7S_RS02080	711		old_locus_tag=S7S_02085
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	435860	436570	+	WP_238582925.1	WP_238582925.1		FKBP-type peptidyl-prolyl cis-trans isomerase			S7S_RS02080	711	236	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	436794	438137	-							S7S_RS02085	1344		old_locus_tag=S7S_02090
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	436794	438137	-	WP_041025915.1	WP_041025915.1		IS1182 family transposase			S7S_RS02085	1344	447	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	438266	438763	-							S7S_RS02090	498		old_locus_tag=S7S_02095
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	438266	438763	-	WP_008739458.1	WP_008739458.1		Rsd/AlgQ family anti-sigma factor			S7S_RS02090	498	165	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	438973	439482	-							S7S_RS02095	510		old_locus_tag=S7S_02100
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	438973	439482	-	WP_008739456.1	WP_008739456.1		disulfide bond formation protein B			S7S_RS02095	510	169	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	439784	439975	-							S7S_RS02100	192		old_locus_tag=S7S_02105
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	439784	439975	-	WP_008739455.1	WP_008739455.1		ribosome modulation factor			S7S_RS02100	192	63	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	440137	441702	-					gshA		S7S_RS02105	1566		old_locus_tag=S7S_02110
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	440137	441702	-	WP_008739452.1	WP_008739452.1		glutamate--cysteine ligase	gshA		S7S_RS02105	1566	521	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	441778	444171	-							S7S_RS02110	2394		old_locus_tag=S7S_02115
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	441778	444171	-	WP_008739449.1	WP_008739449.1		RNA-binding transcriptional accessory protein			S7S_RS02110	2394	797	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	444370	444735	-							S7S_RS02115	366		old_locus_tag=S7S_02120
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	444370	444735	-	WP_008739447.1	WP_008739447.1		response regulator			S7S_RS02115	366	121	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	444862	445077	+							S7S_RS19490	216		old_locus_tag=S7S_02125
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	444862	445077	+	WP_008739445.1	WP_008739445.1		hypothetical protein			S7S_RS19490	216	71	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	445074	445787	+					ompR		S7S_RS02125	714		old_locus_tag=S7S_02130
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	445074	445787	+	WP_008739442.1	WP_008739442.1		two-component system response regulator OmpR	ompR		S7S_RS02125	714	237	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	445959	447503	+							S7S_RS18700	1545		old_locus_tag=S7S_02135
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	445959	447503	+	WP_144401565.1	WP_144401565.1		carboxypeptidase-like regulatory domain-containing protein			S7S_RS18700	1545	514	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	447562	449661	-							S7S_RS02135	2100		old_locus_tag=S7S_02140
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	447562	449661	-	WP_008739440.1	WP_008739440.1		sensor histidine kinase			S7S_RS02135	2100	699	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	449851	450495	+							S7S_RS02140	645		old_locus_tag=S7S_02145
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	449851	450495	+	WP_008739439.1	WP_008739439.1		response regulator transcription factor			S7S_RS02140	645	214	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	450537	451322	-							S7S_RS02145	786		old_locus_tag=S7S_02150
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	450537	451322	-	WP_008739437.1	WP_008739437.1		MBL fold metallo-hydrolase			S7S_RS02145	786	261	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	451445	453301	-							S7S_RS02150	1857		old_locus_tag=S7S_02155
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	451445	453301	-	WP_008739435.1	WP_008739435.1		hypothetical protein			S7S_RS02150	1857	618	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	453462	454784	+							S7S_RS02155	1323		old_locus_tag=S7S_02160
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	453462	454784	+	WP_008739433.1	WP_008739433.1		ATP-binding protein			S7S_RS02155	1323	440	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	454869	455267	-							S7S_RS02160	399		old_locus_tag=S7S_02165
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	454869	455267	-	WP_082027605.1	WP_082027605.1		DUF4168 domain-containing protein			S7S_RS02160	399	132	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	455532	456827	-							S7S_RS02165	1296		old_locus_tag=S7S_02170
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	455532	456827	-	WP_041025916.1	WP_041025916.1		NAD(P)/FAD-dependent oxidoreductase			S7S_RS02165	1296	431	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	457147	458079	+					hemC		S7S_RS02170	933		old_locus_tag=S7S_02175
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	457147	458079	+	WP_008739417.1	WP_008739417.1		hydroxymethylbilane synthase	hemC		S7S_RS02170	933	310	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	458079	458804	+							S7S_RS02175	726		old_locus_tag=S7S_02180
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	458079	458804	+	WP_008739416.1	WP_008739416.1		uroporphyrinogen-III synthase			S7S_RS02175	726	241	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	458837	459865	+							S7S_RS02180	1029		old_locus_tag=S7S_02185
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	458837	459865	+	WP_008739415.1	WP_008739415.1		uroporphyrinogen-III C-methyltransferase			S7S_RS02180	1029	342	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	459862	461112	+							S7S_RS02185	1251		old_locus_tag=S7S_02190
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	459862	461112	+	WP_008739401.1	WP_008739401.1		hypothetical protein			S7S_RS02185	1251	416	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	461170	462219	-					hemH		S7S_RS02190	1050		old_locus_tag=S7S_02195
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	461170	462219	-	WP_008739399.1	WP_008739399.1		ferrochelatase	hemH		S7S_RS02190	1050	349	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	462288	463304	-							S7S_RS02195	1017		old_locus_tag=S7S_02200
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	462288	463304	-	WP_041025917.1	WP_041025917.1		2Fe-2S iron-sulfur cluster-binding protein			S7S_RS02195	1017	338	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	463304	463687	-							S7S_RS02200	384		old_locus_tag=S7S_02205
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	463304	463687	-	WP_008739397.1	WP_008739397.1		MAPEG family protein			S7S_RS02200	384	127	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	463708	465036	-							S7S_RS02205	1329		old_locus_tag=S7S_02210
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	463708	465036	-	WP_144401566.1	WP_144401566.1		DsbA family protein			S7S_RS02205	1329	442	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	465038	466888	-					ilvD		S7S_RS02210	1851		old_locus_tag=S7S_02215
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	465038	466888	-	WP_008739395.1	WP_008739395.1		dihydroxy-acid dehydratase	ilvD		S7S_RS02210	1851	616	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	466953	468281	-					argA		S7S_RS02215	1329		old_locus_tag=S7S_02220
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	466953	468281	-	WP_008739394.1	WP_008739394.1		amino-acid N-acetyltransferase	argA		S7S_RS02215	1329	442	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	468424	469689	-							S7S_RS02220	1266		old_locus_tag=S7S_02225
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	468424	469689	-	WP_008739393.1	WP_008739393.1		inorganic phosphate transporter			S7S_RS02220	1266	421	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	469704	470384	-							S7S_RS02225	681		old_locus_tag=S7S_02230
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	469704	470384	-	WP_008739392.1	WP_008739392.1		TIGR00153 family protein			S7S_RS02225	681	226	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	470641	472380	+							S7S_RS02230	1740		old_locus_tag=S7S_02235
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	470641	472380	+	WP_082027782.1	WP_082027782.1		GspE/PulE family protein			S7S_RS02230	1740	579	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	472453	475350	+					glnE		S7S_RS02235	2898		old_locus_tag=S7S_02240
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	472453	475350	+	WP_008739390.1	WP_008739390.1		bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	glnE		S7S_RS02235	2898	965	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	475411	476334	+							S7S_RS02240	924		old_locus_tag=S7S_02245
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	475411	476334	+	WP_008739389.1	WP_008739389.1		branched-chain amino acid transaminase			S7S_RS02240	924	307	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	476390	477427	+					waaF		S7S_RS02245	1038		old_locus_tag=S7S_02250
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	476390	477427	+	WP_008739386.1	WP_008739386.1		lipopolysaccharide heptosyltransferase II	waaF		S7S_RS02245	1038	345	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	477437	478477	+					waaC		S7S_RS02250	1041		old_locus_tag=S7S_02255
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	477437	478477	+	WP_008739384.1	WP_008739384.1		lipopolysaccharide heptosyltransferase I	waaC		S7S_RS02250	1041	346	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	478474	479583	+							S7S_RS02255	1110		old_locus_tag=S7S_02260
CDS	with_protein	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	478474	479583	+	WP_008739382.1	WP_008739382.1		glycosyltransferase family 4 protein			S7S_RS02255	1110	369	
gene	protein_coding	GCF_000299335.2	Primary Assembly	chromosome		NZ_CP004387.1	479583	480404	+					rfaP		S7S_RS02260	822		old_locus_tag=S7S_02265
