# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1412135	1412500	+							B5T_RS06490	366		old_locus_tag=B5T_01324
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1412135	1412500	+	WP_014993685.1	WP_014993685.1		hypothetical protein			B5T_RS06490	366	121	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1412552	1413121	+							B5T_RS06495	570		old_locus_tag=B5T_01325
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1412552	1413121	+	WP_014993686.1	WP_014993686.1		transglutaminase family protein			B5T_RS06495	570	189	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1413385	1413780	-							B5T_RS22990	396		old_locus_tag=B5T_01327
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1413385	1413780	-	WP_014993687.1	WP_014993687.1		hypothetical protein			B5T_RS22990	396	131	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1413992	1414618	+							B5T_RS06505	627		old_locus_tag=B5T_01328
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1413992	1414618	+	WP_041717371.1	WP_041717371.1		class I SAM-dependent methyltransferase			B5T_RS06505	627	208	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1414707	1415348	-							B5T_RS06510	642		old_locus_tag=B5T_01329
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1414707	1415348	-	WP_014993689.1	WP_014993689.1		NAD(P)H-dependent oxidoreductase			B5T_RS06510	642	213	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1415345	1415791	-							B5T_RS06515	447		old_locus_tag=B5T_01330
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1415345	1415791	-	WP_014993690.1	WP_014993690.1		GNAT family N-acetyltransferase			B5T_RS06515	447	148	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1415901	1416368	+							B5T_RS06520	468		old_locus_tag=B5T_01331
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1415901	1416368	+	WP_014993691.1	WP_014993691.1		MarR family transcriptional regulator			B5T_RS06520	468	155	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1416422	1417069	+							B5T_RS06525	648		old_locus_tag=B5T_01332
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1416422	1417069	+	WP_014993692.1	WP_014993692.1		DUF2238 domain-containing protein			B5T_RS06525	648	215	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1417066	1419432	-							B5T_RS06530	2367		old_locus_tag=B5T_01333
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1417066	1419432	-	WP_014993693.1	WP_014993693.1		membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family			B5T_RS06530	2367	788	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1419535	1421088	-							B5T_RS06535	1554		old_locus_tag=B5T_01334
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1419535	1421088	-	WP_014993694.1	WP_014993694.1		MFS transporter			B5T_RS06535	1554	517	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1421306	1421653	-							B5T_RS06540	348		old_locus_tag=B5T_01335
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1421306	1421653	-	WP_014993695.1	WP_014993695.1		GFA family protein			B5T_RS06540	348	115	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1421813	1422748	-							B5T_RS06545	936		old_locus_tag=B5T_01336
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1421813	1422748	-	WP_014993696.1	WP_014993696.1		LysR family transcriptional regulator			B5T_RS06545	936	311	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1422929	1424113	+							B5T_RS06550	1185		old_locus_tag=B5T_01337
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1422929	1424113	+	WP_014993697.1	WP_014993697.1		acyl-CoA dehydrogenase			B5T_RS06550	1185	394	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1424123	1425355	+							B5T_RS06555	1233		old_locus_tag=B5T_01338
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1424123	1425355	+	WP_014993698.1	WP_014993698.1		CoA transferase			B5T_RS06555	1233	410	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1425543	1425911	-							B5T_RS06560	369		old_locus_tag=B5T_01339
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1425543	1425911	-	WP_014993699.1	WP_014993699.1		YciI family protein			B5T_RS06560	369	122	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1426074	1426910	+							B5T_RS06565	837		old_locus_tag=B5T_01340
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1426074	1426910	+	WP_014993700.1	WP_014993700.1		AraC family transcriptional regulator			B5T_RS06565	837	278	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1426962	1427570	+							B5T_RS06570	609		old_locus_tag=B5T_01341
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1426962	1427570	+	WP_014993701.1	WP_014993701.1		LysE family translocator			B5T_RS06570	609	202	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1427861	1429300	-							B5T_RS06575	1440		old_locus_tag=B5T_01343
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1427861	1429300	-	WP_014993703.1	WP_014993703.1		MFS transporter			B5T_RS06575	1440	479	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1429395	1430189	+							B5T_RS06580	795		old_locus_tag=B5T_01344
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1429395	1430189	+	WP_014993704.1	WP_014993704.1		helix-turn-helix transcriptional regulator			B5T_RS06580	795	264	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1430195	1431106	-							B5T_RS06585	912		old_locus_tag=B5T_01345
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1430195	1431106	-	WP_014993705.1	WP_014993705.1		LysR family transcriptional regulator			B5T_RS06585	912	303	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1431219	1432691	-							B5T_RS06590	1473		old_locus_tag=B5T_01346
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1431219	1432691	-	WP_014993706.1	WP_014993706.1		MFS transporter			B5T_RS06590	1473	490	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1432857	1433456	+							B5T_RS06595	600		old_locus_tag=B5T_01347
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1432857	1433456	+	WP_014993707.1	WP_014993707.1		TetR/AcrR family transcriptional regulator			B5T_RS06595	600	199	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1433457	1433696	-							B5T_RS06600	240		old_locus_tag=B5T_01348
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1433457	1433696	-	WP_014993708.1	WP_014993708.1		hypothetical protein			B5T_RS06600	240	79	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1433693	1434403	-							B5T_RS06605	711		old_locus_tag=B5T_01349
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1433693	1434403	-	WP_014993709.1	WP_014993709.1		glutamine amidotransferase			B5T_RS06605	711	236	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1434400	1435215	-							B5T_RS06610	816		old_locus_tag=B5T_01350
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1434400	1435215	-	WP_051015451.1	WP_051015451.1		YggS family pyridoxal phosphate-dependent enzyme			B5T_RS06610	816	271	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1435297	1436595	+					ptsJ		B5T_RS06615	1299		old_locus_tag=B5T_01351
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1435297	1436595	+	WP_014993711.1	WP_014993711.1		transcriptional regulator PtsJ	ptsJ		B5T_RS06615	1299	432	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1436659	1437300	-							B5T_RS06620	642		old_locus_tag=B5T_01352
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1436659	1437300	-	WP_014993712.1	WP_014993712.1		NAD(P)-dependent oxidoreductase			B5T_RS06620	642	213	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1437423	1438364	+							B5T_RS06625	942		old_locus_tag=B5T_01353
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1437423	1438364	+	WP_051015581.1	WP_051015581.1		LysR family transcriptional regulator			B5T_RS06625	942	313	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1438361	1438690	+							B5T_RS06630	330		old_locus_tag=B5T_01354
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1438361	1438690	+	WP_014993714.1	WP_014993714.1		thioredoxin family protein			B5T_RS06630	330	109	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1438974	1440041	+							B5T_RS06635	1068		old_locus_tag=B5T_01355
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1438974	1440041	+	WP_014993715.1	WP_014993715.1		porin			B5T_RS06635	1068	355	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1440211	1441089	-							B5T_RS06640	879		old_locus_tag=B5T_01356
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1440211	1441089	-	WP_014993716.1	WP_014993716.1		amidohydrolase family protein			B5T_RS06640	879	292	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1441157	1441546	-							B5T_RS06645	390		old_locus_tag=B5T_01357
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1441157	1441546	-	WP_014993717.1	WP_014993717.1		RidA family protein			B5T_RS06645	390	129	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1441588	1442553	-							B5T_RS06650	966		old_locus_tag=B5T_01358
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1441588	1442553	-	WP_014993718.1	WP_014993718.1		tripartite tricarboxylate transporter substrate binding protein			B5T_RS06650	966	321	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1442884	1443513	+							B5T_RS06655	630		old_locus_tag=B5T_01359
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1442884	1443513	+	WP_014993719.1	WP_014993719.1		flavin reductase family protein			B5T_RS06655	630	209	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1443510	1444364	+							B5T_RS06660	855		old_locus_tag=B5T_01360
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1443510	1444364	+	WP_014993720.1	WP_014993720.1		IclR family transcriptional regulator			B5T_RS06660	855	284	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1444396	1445178	+							B5T_RS06665	783		old_locus_tag=B5T_01361
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1444396	1445178	+	WP_014993721.1	WP_014993721.1		fumarylacetoacetate hydrolase family protein			B5T_RS06665	783	260	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1445175	1445936	+							B5T_RS06670	762		old_locus_tag=B5T_01362
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1445175	1445936	+	WP_014993722.1	WP_014993722.1		fumarylacetoacetate hydrolase family protein			B5T_RS06670	762	253	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1445947	1446750	+					hpaH		B5T_RS06675	804		old_locus_tag=B5T_01363
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1445947	1446750	+	WP_014993723.1	WP_014993723.1		2-oxo-hepta-3-ene-1,7-dioic acid hydratase	hpaH		B5T_RS06675	804	267	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1446761	1447564	+					hpaI		B5T_RS06680	804		old_locus_tag=B5T_01364
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1446761	1447564	+	WP_014993724.1	WP_014993724.1		4-hydroxy-2-oxoheptanedioate aldolase	hpaI		B5T_RS06680	804	267	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1447618	1448061	+							B5T_RS06685	444		old_locus_tag=B5T_01365
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1447618	1448061	+	WP_014993725.1	WP_014993725.1		tripartite tricarboxylate transporter TctB family protein			B5T_RS06685	444	147	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1448066	1449592	+							B5T_RS06690	1527		old_locus_tag=B5T_01366
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1448066	1449592	+	WP_014993726.1	WP_014993726.1		tripartite tricarboxylate transporter permease			B5T_RS06690	1527	508	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1449585	1451015	+							B5T_RS06695	1431		old_locus_tag=B5T_01367
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1449585	1451015	+	WP_014993727.1	WP_014993727.1		aldehyde dehydrogenase family protein			B5T_RS06695	1431	476	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1451056	1451619	-							B5T_RS06700	564		old_locus_tag=B5T_01368
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1451056	1451619	-	WP_041716917.1	WP_041716917.1		tetratricopeptide repeat protein			B5T_RS06700	564	187	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1451730	1454267	-							B5T_RS06705	2538		old_locus_tag=B5T_01369
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1451730	1454267	-	WP_014993729.1	WP_014993729.1		PKD domain-containing protein			B5T_RS06705	2538	845	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1454298	1457051	-							B5T_RS06710	2754		old_locus_tag=B5T_01370
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1454298	1457051	-	WP_014993730.1	WP_014993730.1		TonB-dependent receptor			B5T_RS06710	2754	917	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1457179	1458192	-							B5T_RS06715	1014		old_locus_tag=B5T_01371
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1457179	1458192	-	WP_014993731.1	WP_014993731.1		FecR domain-containing protein			B5T_RS06715	1014	337	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1458189	1458713	-							B5T_RS06720	525		old_locus_tag=B5T_01372
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1458189	1458713	-	WP_014993732.1	WP_014993732.1		sigma-70 family RNA polymerase sigma factor			B5T_RS06720	525	174	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1458902	1461316	-							B5T_RS22235	2415		old_locus_tag=B5T_01373
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1458902	1461316	-	WP_014993733.1	WP_014993733.1		PKD domain-containing protein			B5T_RS22235	2415	804	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1461347	1464046	-							B5T_RS06730	2700		old_locus_tag=B5T_01374
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1461347	1464046	-	WP_014993734.1	WP_014993734.1		TonB-dependent receptor			B5T_RS06730	2700	899	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1464203	1465168	-							B5T_RS06735	966		old_locus_tag=B5T_01375
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1464203	1465168	-	WP_014993735.1	WP_014993735.1		FecR domain-containing protein			B5T_RS06735	966	321	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1465239	1465781	-							B5T_RS06740	543		old_locus_tag=B5T_01376
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1465239	1465781	-	WP_014993736.1	WP_014993736.1		sigma-70 family RNA polymerase sigma factor			B5T_RS06740	543	180	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1466030	1466515	-							B5T_RS06745	486		old_locus_tag=B5T_01377
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1466030	1466515	-	WP_014993737.1	WP_014993737.1		DUF4442 domain-containing protein			B5T_RS06745	486	161	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1466636	1467244	+							B5T_RS06750	609		old_locus_tag=B5T_01378
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1466636	1467244	+	WP_014993738.1	WP_014993738.1		TetR/AcrR family transcriptional regulator			B5T_RS06750	609	202	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1467492	1468100	+							B5T_RS06755	609		old_locus_tag=B5T_01379
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1467492	1468100	+	WP_014993739.1	WP_014993739.1		biliverdin-producing heme oxygenase			B5T_RS06755	609	202	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1468112	1469083	+					exbB		B5T_RS06760	972		old_locus_tag=B5T_01380
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1468112	1469083	+	WP_014993740.1	WP_014993740.1		tonB-system energizer ExbB	exbB		B5T_RS06760	972	323	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1469083	1469517	+					exbD		B5T_RS06765	435		old_locus_tag=B5T_01381
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1469083	1469517	+	WP_014993741.1	WP_014993741.1		TonB system transport protein ExbD	exbD		B5T_RS06765	435	144	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1469982	1470320	+							B5T_RS23585	339		
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1469982	1470320	+	WP_237740379.1	WP_237740379.1		TonB family protein			B5T_RS23585	339	112	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1470448	1471299	+							B5T_RS06775	852		old_locus_tag=B5T_01383
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1470448	1471299	+	WP_041716918.1	WP_041716918.1		ABC transporter substrate-binding protein			B5T_RS06775	852	283	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1471299	1472327	+							B5T_RS06780	1029		old_locus_tag=B5T_01384
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1471299	1472327	+	WP_014993744.1	WP_014993744.1		iron ABC transporter permease			B5T_RS06780	1029	342	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1472338	1473165	+							B5T_RS06785	828		old_locus_tag=B5T_01385
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1472338	1473165	+	WP_014993745.1	WP_014993745.1		heme ABC transporter ATP-binding protein			B5T_RS06785	828	275	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1473312	1474163	+							B5T_RS06790	852		old_locus_tag=B5T_01386
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1473312	1474163	+	WP_229682992.1	WP_229682992.1		metal ABC transporter substrate-binding protein			B5T_RS06790	852	283	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1474160	1475059	+							B5T_RS06795	900		old_locus_tag=B5T_01387
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1474160	1475059	+	WP_014993747.1	WP_014993747.1		manganese/iron ABC transporter ATP-binding protein			B5T_RS06795	900	299	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1475056	1475916	+							B5T_RS06800	861		old_locus_tag=B5T_01388
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1475056	1475916	+	WP_014993748.1	WP_014993748.1		metal ABC transporter permease			B5T_RS06800	861	286	
gene	pseudogene	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1475913	1476740	+							B5T_RS06805	828		partial;pseudo;old_locus_tag=B5T_01389
CDS	without_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1475913	1476740	+				metal ABC transporter permease			B5T_RS06805	828		partial;pseudo
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1476921	1478603	+							B5T_RS06810	1683		old_locus_tag=B5T_01390
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1476921	1478603	+	WP_041716919.1	WP_041716919.1		VRR-NUC domain-containing protein			B5T_RS06810	1683	560	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1478600	1480873	+							B5T_RS06815	2274		old_locus_tag=B5T_01391
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1478600	1480873	+	WP_014993751.1	WP_014993751.1		ATP-dependent DNA helicase			B5T_RS06815	2274	757	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1481045	1481833	+							B5T_RS06820	789		old_locus_tag=B5T_01392
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1481045	1481833	+	WP_014993752.1	WP_014993752.1		crotonase/enoyl-CoA hydratase family protein			B5T_RS06820	789	262	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1482053	1483189	-							B5T_RS06825	1137		old_locus_tag=B5T_01393
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1482053	1483189	-	WP_014993753.1	WP_014993753.1		thiolase family protein			B5T_RS06825	1137	378	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1483192	1484574	-							B5T_RS06830	1383		old_locus_tag=B5T_01394
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1483192	1484574	-	WP_014993754.1	WP_014993754.1		MATE family efflux transporter			B5T_RS06830	1383	460	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1484581	1485030	-							B5T_RS06835	450		old_locus_tag=B5T_01395
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1484581	1485030	-	WP_014993755.1	WP_014993755.1		PaaI family thioesterase			B5T_RS06835	450	149	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1485034	1485642	-							B5T_RS06840	609		old_locus_tag=B5T_01396
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1485034	1485642	-	WP_014993756.1	WP_014993756.1		TetR/AcrR family transcriptional regulator			B5T_RS06840	609	202	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1485828	1486211	+							B5T_RS06845	384		old_locus_tag=B5T_01397
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1485828	1486211	+	WP_014993757.1	WP_014993757.1		DoxX family protein			B5T_RS06845	384	127	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1487035	1488498	+							B5T_RS06850	1464		old_locus_tag=B5T_01398
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1487035	1488498	+	WP_148279217.1	WP_148279217.1		hypothetical protein			B5T_RS06850	1464	487	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1488532	1489407	+							B5T_RS06855	876		old_locus_tag=B5T_01399
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1488532	1489407	+	WP_148279218.1	WP_148279218.1		hypothetical protein			B5T_RS06855	876	291	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1489443	1489853	-							B5T_RS06860	411		old_locus_tag=B5T_01400
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1489443	1489853	-	WP_014993760.1	WP_014993760.1		TM2 domain-containing protein			B5T_RS06860	411	136	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1489850	1491031	-					purT		B5T_RS06865	1182		old_locus_tag=B5T_01401
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1489850	1491031	-	WP_014993761.1	WP_014993761.1		formate-dependent phosphoribosylglycinamide formyltransferase	purT		B5T_RS06865	1182	393	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1491206	1491652	+					tadA		B5T_RS06870	447		old_locus_tag=B5T_01402
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1491206	1491652	+	WP_014993762.1	WP_014993762.1		tRNA adenosine(34) deaminase TadA	tadA		B5T_RS06870	447	148	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1491777	1493183	-					mltF		B5T_RS06875	1407		old_locus_tag=B5T_01403
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1491777	1493183	-	WP_014993763.1	WP_014993763.1		membrane-bound lytic murein transglycosylase MltF	mltF		B5T_RS06875	1407	468	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1493672	1497565	+					purL		B5T_RS06880	3894		old_locus_tag=B5T_01404
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1493672	1497565	+	WP_014993764.1	WP_014993764.1		phosphoribosylformylglycinamidine synthase	purL		B5T_RS06880	3894	1297	
gene	protein_coding	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1497715	1498422	+							B5T_RS06885	708		old_locus_tag=B5T_01405
CDS	with_protein	GCF_000300005.1	Primary Assembly	chromosome		NC_018691.1	1497715	1498422	+	WP_014993765.1	WP_014993765.1		PaaI family thioesterase			B5T_RS06885	708	235	
