# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	887704	887880	+	WP_096297042.1	WP_096297042.1		CsbD family protein			CNR27_RS04010	177	58	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	887931	888185	-							CNR27_RS04015	255		old_locus_tag=CNR27_04015
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	887931	888185	-	WP_096297043.1	WP_096297043.1		YkgJ family cysteine cluster protein			CNR27_RS04015	255	84	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	888276	889121	-					aroE		CNR27_RS04020	846		old_locus_tag=CNR27_04020
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	888276	889121	-	WP_096297044.1	WP_096297044.1		shikimate dehydrogenase	aroE		CNR27_RS04020	846	281	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	889874	892771	+							CNR27_RS04025	2898		old_locus_tag=CNR27_04025
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	889874	892771	+	WP_245815793.1	WP_245815793.1		S8 family serine peptidase			CNR27_RS04025	2898	965	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	892994	893983	-					hemB		CNR27_RS04030	990		old_locus_tag=CNR27_04030
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	892994	893983	-	WP_096297046.1	WP_096297046.1		porphobilinogen synthase	hemB		CNR27_RS04030	990	329	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	894152	895183	-							CNR27_RS04035	1032		old_locus_tag=CNR27_04035
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	894152	895183	-	WP_179948219.1	WP_179948219.1		pteridine-dependent deoxygenase			CNR27_RS04035	1032	343	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	895180	896565	-							CNR27_RS04040	1386		old_locus_tag=CNR27_04040
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	895180	896565	-	WP_096297047.1	WP_096297047.1		tryptophan 7-halogenase			CNR27_RS04040	1386	461	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	896689	896958	+							CNR27_RS04045	270		old_locus_tag=CNR27_04045
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	896689	896958	+	WP_055251389.1	WP_055251389.1		phosphopantetheine-binding protein			CNR27_RS04045	270	89	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	896955	897641	+							CNR27_RS04050	687		old_locus_tag=CNR27_04050
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	896955	897641	+	WP_233580316.1	WP_233580316.1		ketosynthase			CNR27_RS04050	687	228	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	897712	898491	+							CNR27_RS04055	780		old_locus_tag=CNR27_04055
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	897712	898491	+	WP_245815748.1	WP_245815748.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			CNR27_RS04055	780	259	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	898495	898809	+							CNR27_RS04060	315		old_locus_tag=CNR27_04060
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	898495	898809	+	WP_096297048.1	WP_096297048.1		hypothetical protein			CNR27_RS04060	315	104	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	898806	899783	+							CNR27_RS04065	978		old_locus_tag=CNR27_04065
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	898806	899783	+	WP_096297049.1	WP_096297049.1		acyltransferase			CNR27_RS04065	978	325	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	899863	900414	+							CNR27_RS04070	552		old_locus_tag=CNR27_04070
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	899863	900414	+	WP_096300268.1	WP_096300268.1		fatty acyl CoA synthetase			CNR27_RS04070	552	183	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	900486	902816	+							CNR27_RS04075	2331		old_locus_tag=CNR27_04075
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	900486	902816	+	WP_245815794.1	WP_245815794.1		MMPL family transporter			CNR27_RS04075	2331	776	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	902813	903256	+							CNR27_RS04080	444		old_locus_tag=CNR27_04080
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	902813	903256	+	WP_096297050.1	WP_096297050.1		phosphotransferase			CNR27_RS04080	444	147	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	903539	904285	+					fabG		CNR27_RS04085	747		old_locus_tag=CNR27_04085
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	903539	904285	+	WP_096297051.1	WP_096297051.1		3-oxoacyl-ACP reductase FabG	fabG		CNR27_RS04085	747	248	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	904385	904855	+							CNR27_RS04090	471		old_locus_tag=CNR27_04090
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	904385	904855	+	WP_096297052.1	WP_096297052.1		hypothetical protein			CNR27_RS04090	471	156	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	904861	906501	-							CNR27_RS04095	1641		old_locus_tag=CNR27_04095
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	904861	906501	-	WP_096297053.1	WP_096297053.1		tryptophan 7-halogenase			CNR27_RS04095	1641	546	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	906501	907331	-							CNR27_RS04100	831		old_locus_tag=CNR27_04100
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	906501	907331	-	WP_096297054.1	WP_096297054.1		glycosyltransferase family 2 protein			CNR27_RS04100	831	276	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	907324	908118	-							CNR27_RS04105	795		old_locus_tag=CNR27_04105
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	907324	908118	-	WP_096297055.1	WP_096297055.1		beta-ketoacyl synthase chain length factor			CNR27_RS04105	795	264	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	908115	909314	-							CNR27_RS04110	1200		old_locus_tag=CNR27_04110
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	908115	909314	-	WP_096300272.1	WP_096300272.1		beta-ketoacyl-[acyl-carrier-protein] synthase family protein			CNR27_RS04110	1200	399	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	909410	910147	+							CNR27_RS04115	738		old_locus_tag=CNR27_04115
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	909410	910147	+	WP_096297056.1	WP_096297056.1		YdcF family protein			CNR27_RS04115	738	245	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	910203	912023	-							CNR27_RS04120	1821		old_locus_tag=CNR27_04120
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	910203	912023	-	WP_096297057.1	WP_096297057.1		DUF885 domain-containing protein			CNR27_RS04120	1821	606	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	912106	912387	-							CNR27_RS04125	282		old_locus_tag=CNR27_04125
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	912106	912387	-	WP_096297058.1	WP_096297058.1		cytochrome c oxidase assembly factor Coa1 family protein			CNR27_RS04125	282	93	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	912397	912582	-							CNR27_RS04130	186		old_locus_tag=CNR27_04130
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	912397	912582	-	WP_096297059.1	WP_096297059.1		hypothetical protein			CNR27_RS04130	186	61	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	912582	914852	-							CNR27_RS04135	2271		old_locus_tag=CNR27_04135
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	912582	914852	-	WP_096297060.1	WP_096297060.1		S9 family peptidase			CNR27_RS04135	2271	756	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	914911	915255	-							CNR27_RS04140	345		old_locus_tag=CNR27_04140
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	914911	915255	-	WP_096297061.1	WP_096297061.1		hypothetical protein			CNR27_RS04140	345	114	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	915338	916033	-							CNR27_RS04145	696		old_locus_tag=CNR27_04145
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	915338	916033	-	WP_096297062.1	WP_096297062.1		glutathione binding-like protein			CNR27_RS04145	696	231	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	916190	918790	-							CNR27_RS04150	2601		old_locus_tag=CNR27_04150
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	916190	918790	-	WP_096297063.1	WP_096297063.1		exo 1,3/1,4-beta-D-glucan glucohydrolase			CNR27_RS04150	2601	866	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	918973	919998	+							CNR27_RS04155	1026		old_locus_tag=CNR27_04155
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	918973	919998	+	WP_233580314.1	WP_233580314.1		LacI family DNA-binding transcriptional regulator			CNR27_RS04155	1026	341	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	920021	921523	-							CNR27_RS04160	1503		old_locus_tag=CNR27_04160
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	920021	921523	-	WP_096297064.1	WP_096297064.1		tryptophan 7-halogenase			CNR27_RS04160	1503	500	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	921535	922551	-							CNR27_RS04165	1017		old_locus_tag=CNR27_04165
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	921535	922551	-	WP_096297065.1	WP_096297065.1		cupin-like domain-containing protein			CNR27_RS04165	1017	338	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	922538	923239	-							CNR27_RS04170	702		old_locus_tag=CNR27_04170
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	922538	923239	-	WP_096297066.1	WP_096297066.1		SapC family protein			CNR27_RS04170	702	233	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	923344	926382	-							CNR27_RS04175	3039		old_locus_tag=CNR27_04175
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	923344	926382	-	WP_096297067.1	WP_096297067.1		TonB-dependent receptor			CNR27_RS04175	3039	1012	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	926752	928062	-							CNR27_RS04180	1311		old_locus_tag=CNR27_04180
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	926752	928062	-	WP_096297068.1	WP_096297068.1		sugar MFS transporter			CNR27_RS04180	1311	436	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	928353	928994	+							CNR27_RS04185	642		old_locus_tag=CNR27_04185
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	928353	928994	+	WP_096300276.1	WP_096300276.1		TIGR00645 family protein			CNR27_RS04185	642	213	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	929042	931222	+					uvrD		CNR27_RS04190	2181		old_locus_tag=CNR27_04190
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	929042	931222	+	WP_096297069.1	WP_096297069.1		DNA helicase II	uvrD		CNR27_RS04190	2181	726	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	931246	931425	-							CNR27_RS04195	180		old_locus_tag=CNR27_04195
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	931246	931425	-	WP_096297070.1	WP_096297070.1		hypothetical protein			CNR27_RS04195	180	59	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	931509	931751	-							CNR27_RS04200	243		old_locus_tag=CNR27_04200
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	931509	931751	-	WP_096300277.1	WP_096300277.1		hypothetical protein			CNR27_RS04200	243	80	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	931932	934013	+							CNR27_RS04205	2082		old_locus_tag=CNR27_04205
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	931932	934013	+	WP_096297071.1	WP_096297071.1		S46 family peptidase			CNR27_RS04205	2082	693	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	934077	935117	-							CNR27_RS04210	1041		old_locus_tag=CNR27_04210
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	934077	935117	-	WP_096297072.1	WP_096297072.1		oxidoreductase			CNR27_RS04210	1041	346	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	935124	935417	-							CNR27_RS04215	294		old_locus_tag=CNR27_04215
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	935124	935417	-	WP_096297073.1	WP_096297073.1		DUF2782 domain-containing protein			CNR27_RS04215	294	97	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	935523	938255	+					polA		CNR27_RS04220	2733		old_locus_tag=CNR27_04220
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	935523	938255	+	WP_096297074.1	WP_096297074.1		DNA polymerase I	polA		CNR27_RS04220	2733	910	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	938597	939256	-							CNR27_RS04225	660		old_locus_tag=CNR27_04225
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	938597	939256	-	WP_096300279.1	WP_096300279.1		RluA family pseudouridine synthase			CNR27_RS04225	660	219	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	939279	940190	-					hemF		CNR27_RS04230	912		old_locus_tag=CNR27_04230
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	939279	940190	-	WP_096297075.1	WP_096297075.1		oxygen-dependent coproporphyrinogen oxidase	hemF		CNR27_RS04230	912	303	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	940382	940858	-							CNR27_RS04235	477		old_locus_tag=CNR27_04235
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	940382	940858	-	WP_096297076.1	WP_096297076.1		hypothetical protein			CNR27_RS04235	477	158	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	940855	943224	-							CNR27_RS04240	2370		old_locus_tag=CNR27_04240
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	940855	943224	-	WP_096297077.1	WP_096297077.1		S9 family peptidase			CNR27_RS04240	2370	789	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	943398	944795	+							CNR27_RS04245	1398		old_locus_tag=CNR27_04245
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	943398	944795	+	WP_096297078.1	WP_096297078.1		cytochrome ubiquinol oxidase subunit I			CNR27_RS04245	1398	465	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	944795	945808	+					cydB		CNR27_RS04250	1014		old_locus_tag=CNR27_04250
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	944795	945808	+	WP_096297079.1	WP_096297079.1		cytochrome d ubiquinol oxidase subunit II	cydB		CNR27_RS04250	1014	337	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	945905	946177	+							CNR27_RS04255	273		old_locus_tag=CNR27_04255
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	945905	946177	+	WP_096297080.1	WP_096297080.1		YcgL domain-containing protein			CNR27_RS04255	273	90	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	946170	949472	+							CNR27_RS04260	3303		old_locus_tag=CNR27_04260
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	946170	949472	+	WP_096297081.1	WP_096297081.1		ankyrin repeat domain-containing protein			CNR27_RS04260	3303	1100	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	949559	950425	+							CNR27_RS04265	867		old_locus_tag=CNR27_04265
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	949559	950425	+	WP_157745256.1	WP_157745256.1		protein tonB			CNR27_RS04265	867	288	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	950558	952369	-					rho		CNR27_RS04270	1812		old_locus_tag=CNR27_04270
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	950558	952369	-	WP_096297083.1	WP_096297083.1		transcription termination factor Rho	rho		CNR27_RS04270	1812	603	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	952577	952903	-					trxA		CNR27_RS04275	327		old_locus_tag=CNR27_04275
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	952577	952903	-	WP_096297084.1	WP_096297084.1		thioredoxin	trxA		CNR27_RS04275	327	108	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	953105	954868	+					rhlB		CNR27_RS04280	1764		old_locus_tag=CNR27_04280
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	953105	954868	+	WP_096297085.1	WP_096297085.1		ATP-dependent RNA helicase RhlB	rhlB		CNR27_RS04280	1764	587	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	955298	955987	+					ftsE		CNR27_RS04285	690		old_locus_tag=CNR27_04285
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	955298	955987	+	WP_096300281.1	WP_096300281.1		cell division ATP-binding protein FtsE	ftsE		CNR27_RS04285	690	229	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	955980	956930	+					ftsX		CNR27_RS04290	951		old_locus_tag=CNR27_04290
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	955980	956930	+	WP_096297086.1	WP_096297086.1		permease-like cell division protein FtsX	ftsX		CNR27_RS04290	951	316	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	956934	957755	+							CNR27_RS04295	822		old_locus_tag=CNR27_04295
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	956934	957755	+	WP_096297087.1	WP_096297087.1		response regulator			CNR27_RS04295	822	273	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	957798	958496	+					ung		CNR27_RS04300	699		old_locus_tag=CNR27_04300
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	957798	958496	+	WP_096297088.1	WP_096297088.1		uracil-DNA glycosylase	ung		CNR27_RS04300	699	232	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	958493	959272	+							CNR27_RS04305	780		old_locus_tag=CNR27_04305
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	958493	959272	+	WP_233580313.1	WP_233580313.1		aminotransferase class I and II			CNR27_RS04305	780	259	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	959256	959657	+							CNR27_RS04310	402		old_locus_tag=CNR27_04310
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	959256	959657	+	WP_096297089.1	WP_096297089.1		DUF3037 domain-containing protein			CNR27_RS04310	402	133	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	959752	960153	-							CNR27_RS04315	402		old_locus_tag=CNR27_04315
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	959752	960153	-	WP_096297090.1	WP_096297090.1		phasin family protein			CNR27_RS04315	402	133	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	960311	960667	-					queD		CNR27_RS04320	357		old_locus_tag=CNR27_04320
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	960311	960667	-	WP_096297091.1	WP_096297091.1		6-carboxytetrahydropterin synthase QueD	queD		CNR27_RS04320	357	118	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	961061	961456	+							CNR27_RS04325	396		old_locus_tag=CNR27_04325
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	961061	961456	+	WP_096297092.1	WP_096297092.1		YbaN family protein			CNR27_RS04325	396	131	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	961462	961896	-							CNR27_RS04330	435		old_locus_tag=CNR27_04330
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	961462	961896	-	WP_096297093.1	WP_096297093.1		hypothetical protein			CNR27_RS04330	435	144	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	961920	963029	-							CNR27_RS04335	1110		old_locus_tag=CNR27_04335
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	961920	963029	-	WP_096297094.1	WP_096297094.1		DNA/RNA non-specific endonuclease			CNR27_RS04335	1110	369	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	963179	963517	+							CNR27_RS04340	339		old_locus_tag=CNR27_04340
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	963179	963517	+	WP_096297095.1	WP_096297095.1		hypothetical protein			CNR27_RS04340	339	112	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	963561	964403	+					dapF		CNR27_RS04345	843		old_locus_tag=CNR27_04345
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	963561	964403	+	WP_096297096.1	WP_096297096.1		diaminopimelate epimerase	dapF		CNR27_RS04345	843	280	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	964400	965074	+							CNR27_RS04350	675		old_locus_tag=CNR27_04350
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	964400	965074	+	WP_096297097.1	WP_096297097.1		DUF484 family protein			CNR27_RS04350	675	224	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	965096	965977	+					xerC		CNR27_RS04355	882		old_locus_tag=CNR27_04355
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	965096	965977	+	WP_096297098.1	WP_096297098.1		tyrosine recombinase XerC	xerC		CNR27_RS04355	882	293	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	965997	966395	+							CNR27_RS04360	399		old_locus_tag=CNR27_04360
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	965997	966395	+	WP_096297099.1	WP_096297099.1		hypothetical protein			CNR27_RS04360	399	132	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	966464	967018	+					hslV		CNR27_RS04365	555		old_locus_tag=CNR27_04365
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	966464	967018	+	WP_096297100.1	WP_096297100.1		ATP-dependent protease subunit HslV	hslV		CNR27_RS04365	555	184	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	967110	968495	+					hslU		CNR27_RS04370	1386		old_locus_tag=CNR27_04370
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	967110	968495	+	WP_096297101.1	WP_096297101.1		ATP-dependent protease ATPase subunit HslU	hslU		CNR27_RS04370	1386	461	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	968569	969690	+							CNR27_RS15555	1122		old_locus_tag=CNR27_04375
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	968569	969690	+	WP_222843132.1	WP_222843132.1		DUF1176 domain-containing protein			CNR27_RS15555	1122	373	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	969819	970262	+							CNR27_RS15180	444		
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	969819	970262	+	WP_157745258.1	WP_157745258.1		hypothetical protein			CNR27_RS15180	444	147	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	970351	970707	+							CNR27_RS15185	357		
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	970351	970707	+	WP_123832988.1	WP_123832988.1		type II toxin-antitoxin system prevent-host-death family antitoxin			CNR27_RS15185	357	118	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	970710	971348	+							CNR27_RS04385	639		old_locus_tag=CNR27_04385
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	970710	971348	+	WP_199730918.1	WP_199730918.1		AAA family ATPase			CNR27_RS04385	639	212	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	971441	973063	-							CNR27_RS04390	1623		old_locus_tag=CNR27_04390
CDS	with_protein	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	971441	973063	-	WP_096297103.1	WP_096297103.1		SulP family inorganic anion transporter			CNR27_RS04390	1623	540	
gene	protein_coding	GCF_002327105.1	Primary Assembly	chromosome		NZ_CP023406.1	973243	973698	-							CNR27_RS04395	456		old_locus_tag=CNR27_04395
