# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	169206	169964	+							FPZ22_RS00775	759		old_locus_tag=FPZ22_00775
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	169206	169964	+	WP_144889400.1	WP_144889400.1		hypothetical protein			FPZ22_RS00775	759	252	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	169980	170843	+							FPZ22_RS00780	864		old_locus_tag=FPZ22_00780
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	169980	170843	+	WP_144889402.1	WP_144889402.1		GIY-YIG nuclease family protein			FPZ22_RS00780	864	287	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	170840	171676	+							FPZ22_RS13720	837		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	170840	171676	+	WP_210412681.1	WP_210412681.1		HNH endonuclease			FPZ22_RS13720	837	278	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	171717	173273	+							FPZ22_RS13840	1557		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	171717	173273	+	WP_246120810.1	WP_246120810.1		type I restriction endonuclease			FPZ22_RS13840	1557	518	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	174558	174821	+							FPZ22_RS13845	264		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	174558	174821	+	WP_246120816.1	WP_246120816.1		hypothetical protein			FPZ22_RS13845	264	87	
gene	pseudogene	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	175283	177167	+							FPZ22_RS13850	1885		pseudo
CDS	without_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	175283	177167	+				AAA family ATPase			FPZ22_RS13850	1885		pseudo
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	177164	177382	+							FPZ22_RS00805	219		old_locus_tag=FPZ22_00805
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	177164	177382	+	WP_144889408.1	WP_144889408.1		hypothetical protein			FPZ22_RS00805	219	72	
gene	pseudogene	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	177536	178190	-							FPZ22_RS00810	655		partial;pseudo;old_locus_tag=FPZ22_00810
CDS	without_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	177536	178190	-				site-specific integrase			FPZ22_RS00810	655		partial;pseudo
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	178221	178646	-							FPZ22_RS00815	426		old_locus_tag=FPZ22_00815
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	178221	178646	-	WP_043766636.1	WP_043766636.1		MerR family DNA-binding protein			FPZ22_RS00815	426	141	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	178688	179044	+							FPZ22_RS00820	357		old_locus_tag=FPZ22_00820
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	178688	179044	+	WP_144889410.1	WP_144889410.1		mercuric transporter MerT family protein			FPZ22_RS00820	357	118	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	179053	179340	+							FPZ22_RS00825	288		old_locus_tag=FPZ22_00825
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	179053	179340	+	WP_144889412.1	WP_144889412.1		heavy-metal-associated domain-containing protein			FPZ22_RS00825	288	95	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	179333	179545	+							FPZ22_RS13855	213		old_locus_tag=FPZ22_00830
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	179333	179545	+	WP_081975055.1	WP_081975055.1		hypothetical protein			FPZ22_RS13855	213	70	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	179640	180839	+							FPZ22_RS00835	1200		old_locus_tag=FPZ22_00835
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	179640	180839	+	WP_144889414.1	WP_144889414.1		hypothetical protein			FPZ22_RS00835	1200	399	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	180876	181979	-							FPZ22_RS00840	1104		old_locus_tag=FPZ22_00840
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	180876	181979	-	WP_168198885.1	WP_168198885.1		acetate kinase			FPZ22_RS00840	1104	367	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	181999	184074	-							FPZ22_RS00845	2076		old_locus_tag=FPZ22_00845
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	181999	184074	-	WP_224743841.1	WP_224743841.1		heavy metal translocating P-type ATPase			FPZ22_RS00845	2076	691	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	184138	185811	-							FPZ22_RS00850	1674		old_locus_tag=FPZ22_00850
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	184138	185811	-	WP_246120817.1	WP_246120817.1		AarF/UbiB family protein			FPZ22_RS00850	1674	557	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	185756	188218	-							FPZ22_RS00855	2463		old_locus_tag=FPZ22_00855
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	185756	188218	-	WP_229823122.1	WP_229823122.1		xylulose 5-phosphate 3-epimerase			FPZ22_RS00855	2463	820	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	188215	189129	-							FPZ22_RS00860	915		old_locus_tag=FPZ22_00860
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	188215	189129	-	WP_024889940.1	WP_024889940.1		ribose-phosphate diphosphokinase			FPZ22_RS00860	915	304	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	189126	190562	-							FPZ22_RS00865	1437		old_locus_tag=FPZ22_00865
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	189126	190562	-	WP_246120962.1	WP_246120962.1		thymidine phosphorylase family protein			FPZ22_RS00865	1437	478	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	190640	192025	-							FPZ22_RS00870	1386		old_locus_tag=FPZ22_00870
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	190640	192025	-	WP_144889420.1	WP_144889420.1		MBL fold metallo-hydrolase			FPZ22_RS00870	1386	461	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	192108	192527	-							FPZ22_RS00875	420		old_locus_tag=FPZ22_00875
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	192108	192527	-	WP_092410649.1	WP_092410649.1		hypothetical protein			FPZ22_RS00875	420	139	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	192655	193317	-							FPZ22_RS00880	663		old_locus_tag=FPZ22_00880
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	192655	193317	-	WP_144889422.1	WP_144889422.1		isoprenylcysteine carboxylmethyltransferase family protein			FPZ22_RS00880	663	220	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	193622	194128	-							FPZ22_RS00890	507		old_locus_tag=FPZ22_00890
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	193622	194128	-	WP_066922005.1	WP_066922005.1		MerR family DNA-binding protein			FPZ22_RS00890	507	168	
gene	pseudogene	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	194301	197452	-							FPZ22_RS00895	3152		pseudo;old_locus_tag=FPZ22_00895
CDS	without_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	194301	197452	-				CusA/CzcA family heavy metal efflux RND transporter			FPZ22_RS00895	3152		pseudo
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	197454	198947	-							FPZ22_RS00900	1494		old_locus_tag=FPZ22_00900
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	197454	198947	-	WP_144889424.1	WP_144889424.1		efflux RND transporter periplasmic adaptor subunit			FPZ22_RS00900	1494	497	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	198944	200173	-							FPZ22_RS00905	1230		old_locus_tag=FPZ22_00905
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	198944	200173	-	WP_144889426.1	WP_144889426.1		TolC family protein			FPZ22_RS00905	1230	409	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	200397	200816	-							FPZ22_RS00910	420		old_locus_tag=FPZ22_00910
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	200397	200816	-	WP_144889428.1	WP_144889428.1		hypothetical protein			FPZ22_RS00910	420	139	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	200861	203197	-							FPZ22_RS00915	2337		old_locus_tag=FPZ22_00915
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	200861	203197	-	WP_246120818.1	WP_246120818.1		heavy metal translocating P-type ATPase			FPZ22_RS00915	2337	778	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	203314	203712	-							FPZ22_RS00920	399		old_locus_tag=FPZ22_00920
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	203314	203712	-	WP_210412683.1	WP_210412683.1		heavy metal-responsive transcriptional regulator			FPZ22_RS00920	399	132	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	203843	204772	-					copD		FPZ22_RS00925	930		old_locus_tag=FPZ22_00925
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	203843	204772	-	WP_144889432.1	WP_144889432.1		copper homeostasis membrane protein CopD	copD		FPZ22_RS00925	930	309	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	204783	205166	-					copC		FPZ22_RS00930	384		old_locus_tag=FPZ22_00930
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	204783	205166	-	WP_144889434.1	WP_144889434.1		copper homeostasis periplasmic binding protein CopC	copC		FPZ22_RS00930	384	127	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	205340	205690	-							FPZ22_RS00935	351		old_locus_tag=FPZ22_00935
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	205340	205690	-	WP_144889436.1	WP_144889436.1		four-helix bundle copper-binding protein			FPZ22_RS00935	351	116	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	205761	206126	-							FPZ22_RS00940	366		old_locus_tag=FPZ22_00940
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	205761	206126	-	WP_037072879.1	WP_037072879.1		DUF411 domain-containing protein			FPZ22_RS00940	366	121	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	206300	206809	-							FPZ22_RS00945	510		old_locus_tag=FPZ22_00945
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	206300	206809	-	WP_144893809.1	WP_144893809.1		nuclear transport factor 2 family protein			FPZ22_RS00945	510	169	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	206829	207599	-							FPZ22_RS00950	771		old_locus_tag=FPZ22_00950
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	206829	207599	-	WP_144889438.1	WP_144889438.1		cytochrome c			FPZ22_RS00950	771	256	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	207613	208722	-							FPZ22_RS00955	1110		old_locus_tag=FPZ22_00955
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	207613	208722	-	WP_246120963.1	WP_246120963.1		copper resistance protein B			FPZ22_RS00955	1110	369	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	208752	210605	-							FPZ22_RS00960	1854		old_locus_tag=FPZ22_00960
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	208752	210605	-	WP_024867860.1	WP_024867860.1		copper resistance system multicopper oxidase			FPZ22_RS00960	1854	617	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	210710	211132	-							FPZ22_RS00965	423		old_locus_tag=FPZ22_00965
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	210710	211132	-	WP_144889442.1	WP_144889442.1		CopL family metal-binding regulatory protein			FPZ22_RS00965	423	140	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	211805	212143	+							FPZ22_RS00970	339		old_locus_tag=FPZ22_00970
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	211805	212143	+	WP_144889444.1	WP_144889444.1		hypothetical protein			FPZ22_RS00970	339	112	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	212374	212646	+							FPZ22_RS00975	273		old_locus_tag=FPZ22_00975
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	212374	212646	+	WP_144889446.1	WP_144889446.1		hypothetical protein			FPZ22_RS00975	273	90	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	212708	213457	+							FPZ22_RS00980	750		old_locus_tag=FPZ22_00980
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	212708	213457	+	WP_144889448.1	WP_144889448.1		hypothetical protein			FPZ22_RS00980	750	249	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	213463	213849	+							FPZ22_RS00985	387		old_locus_tag=FPZ22_00985
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	213463	213849	+	WP_144889450.1	WP_144889450.1		hypothetical protein			FPZ22_RS00985	387	128	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	213854	214447	+							FPZ22_RS00990	594		old_locus_tag=FPZ22_00990
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	213854	214447	+	WP_144889452.1	WP_144889452.1		thermonuclease family protein			FPZ22_RS00990	594	197	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	214514	215707	+							FPZ22_RS00995	1194		old_locus_tag=FPZ22_00995
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	214514	215707	+	WP_168198887.1	WP_168198887.1		ATP-binding protein			FPZ22_RS00995	1194	397	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	215994	217643	+							FPZ22_RS13735	1650		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	215994	217643	+	WP_210412684.1	WP_210412684.1		SEC-C domain-containing protein			FPZ22_RS13735	1650	549	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	217780	219219	-							FPZ22_RS01005	1440		old_locus_tag=FPZ22_01005
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	217780	219219	-	WP_144889456.1	WP_144889456.1		hypothetical protein			FPZ22_RS01005	1440	479	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	219312	220391	-							FPZ22_RS01010	1080		old_locus_tag=FPZ22_01010
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	219312	220391	-	WP_144889459.1	WP_144889459.1		site-specific integrase			FPZ22_RS01010	1080	359	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	220495	221448	+							FPZ22_RS01015	954		old_locus_tag=FPZ22_01015
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	220495	221448	+	WP_168198888.1	WP_168198888.1		DNA-binding protein			FPZ22_RS01015	954	317	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	222146	222589	-							FPZ22_RS01020	444		old_locus_tag=FPZ22_01020
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	222146	222589	-	WP_144889463.1	WP_144889463.1		hypothetical protein			FPZ22_RS01020	444	147	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	222915	223952	+							FPZ22_RS01025	1038		old_locus_tag=FPZ22_01025
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	222915	223952	+	WP_144889465.1	WP_144889465.1		dienelactone hydrolase			FPZ22_RS01025	1038	345	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	224510	225157	-							FPZ22_RS01035	648		old_locus_tag=FPZ22_01035
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	224510	225157	-	WP_144893811.1	WP_144893811.1		L,D-transpeptidase			FPZ22_RS01035	648	215	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	225295	225564	-							FPZ22_RS01040	270		old_locus_tag=FPZ22_01040
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	225295	225564	-	WP_144889467.1	WP_144889467.1		hypothetical protein			FPZ22_RS01040	270	89	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	225642	226046	-							FPZ22_RS01045	405		old_locus_tag=FPZ22_01045
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	225642	226046	-	WP_144889469.1	WP_144889469.1		DUF4124 domain-containing protein			FPZ22_RS01045	405	134	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	226197	226592	+							FPZ22_RS01050	396		old_locus_tag=FPZ22_01050
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	226197	226592	+	WP_144889471.1	WP_144889471.1		hypothetical protein			FPZ22_RS01050	396	131	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	226720	228030	+							FPZ22_RS01055	1311		old_locus_tag=FPZ22_01055
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	226720	228030	+	WP_144889474.1	WP_144889474.1		TolC family protein			FPZ22_RS01055	1311	436	
gene	pseudogene	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	228234	229154	+							FPZ22_RS13860	921		partial;pseudo
CDS	without_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	228234	229154	+				efflux RND transporter periplasmic adaptor subunit			FPZ22_RS13860	921		partial;pseudo
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	229392	232580	+							FPZ22_RS01060	3189		old_locus_tag=FPZ22_01060
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	229392	232580	+	WP_168198889.1	WP_168198889.1		CusA/CzcA family heavy metal efflux RND transporter			FPZ22_RS01060	3189	1062	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	232715	234655	+							FPZ22_RS01065	1941		old_locus_tag=FPZ22_01065
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	232715	234655	+	WP_246120819.1	WP_246120819.1		heavy metal translocating P-type ATPase			FPZ22_RS01065	1941	646	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	234743	236884	-							FPZ22_RS01070	2142		old_locus_tag=FPZ22_01070
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	234743	236884	-	WP_144889480.1	WP_144889480.1		TonB-dependent siderophore receptor			FPZ22_RS01070	2142	713	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	237641	238312	+							FPZ22_RS01075	672		old_locus_tag=FPZ22_01075
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	237641	238312	+	WP_144889482.1	WP_144889482.1		trimeric intracellular cation channel family protein			FPZ22_RS01075	672	223	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	238366	238761	+							FPZ22_RS01080	396		old_locus_tag=FPZ22_01080
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	238366	238761	+	WP_144889484.1	WP_144889484.1		CopL family metal-binding regulatory protein			FPZ22_RS01080	396	131	
gene	pseudogene	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	239005	240693	+							FPZ22_RS01085	1689		partial;pseudo;old_locus_tag=FPZ22_01085
CDS	without_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	239005	240693	+				copper resistance system multicopper oxidase			FPZ22_RS01085	1689		partial;pseudo
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	240765	241643	+							FPZ22_RS01090	879		old_locus_tag=FPZ22_01090
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	240765	241643	+	WP_246120964.1	WP_246120964.1		copper resistance protein B			FPZ22_RS01090	879	292	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	241669	242205	+							FPZ22_RS01095	537		old_locus_tag=FPZ22_01095
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	241669	242205	+	WP_246120820.1	WP_246120820.1		DUF411 domain-containing protein			FPZ22_RS01095	537	178	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	242245	242994	-					phbB		FPZ22_RS01100	750		old_locus_tag=FPZ22_01100
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	242245	242994	-	WP_168198890.1	WP_168198890.1		acetoacetyl-CoA reductase	phbB		FPZ22_RS01100	750	249	
gene	tRNA	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243120	243195	+							FPZ22_RS01105	76		old_locus_tag=FPZ22_01105
tRNA		GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243120	243195	+				tRNA-Ala			FPZ22_RS01105	76		anticodon=GGC
gene	tRNA	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243236	243311	+							FPZ22_RS01110	76		old_locus_tag=FPZ22_01110
tRNA		GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243236	243311	+				tRNA-Glu			FPZ22_RS01110	76		anticodon=TTC
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243383	243550	-							FPZ22_RS13500	168		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243383	243550	-	WP_168198891.1	WP_168198891.1		hypothetical protein			FPZ22_RS13500	168	55	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243555	244076	-							FPZ22_RS01115	522		old_locus_tag=FPZ22_01115
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	243555	244076	-	WP_144889491.1	WP_144889491.1		DUF1249 domain-containing protein			FPZ22_RS01115	522	173	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	244160	244981	-							FPZ22_RS01120	822		old_locus_tag=FPZ22_01120
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	244160	244981	-	WP_144889493.1	WP_144889493.1		kinase/pyrophosphorylase			FPZ22_RS01120	822	273	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	245110	247488	+					ppsA		FPZ22_RS01125	2379		old_locus_tag=FPZ22_01125
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	245110	247488	+	WP_144889495.1	WP_144889495.1		phosphoenolpyruvate synthase	ppsA		FPZ22_RS01125	2379	792	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	247539	248054	-					orn		FPZ22_RS01130	516		old_locus_tag=FPZ22_01130
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	247539	248054	-	WP_246120965.1	WP_246120965.1		oligoribonuclease	orn		FPZ22_RS01130	516	171	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	248186	248683	-					tadA		FPZ22_RS01135	498		old_locus_tag=FPZ22_01135
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	248186	248683	-	WP_246120827.1	WP_246120827.1		tRNA adenosine(34) deaminase TadA	tadA		FPZ22_RS01135	498	165	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	248751	250985	-							FPZ22_RS13865	2235		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	248751	250985	-	WP_246120829.1	WP_246120829.1		AraC family transcriptional regulator			FPZ22_RS13865	2235	744	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	251123	251854	+							FPZ22_RS13870	732		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	251123	251854	+	WP_246120836.1	WP_246120836.1		sulfotransferase			FPZ22_RS13870	732	243	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	251839	252453	-							FPZ22_RS01155	615		old_locus_tag=FPZ22_01155
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	251839	252453	-	WP_144889501.1	WP_144889501.1		2OG-Fe(II) oxygenase			FPZ22_RS01155	615	204	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	252500	254452	-							FPZ22_RS01160	1953		old_locus_tag=FPZ22_01160
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	252500	254452	-	WP_144889503.1	WP_144889503.1		TonB-dependent receptor			FPZ22_RS01160	1953	650	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	254451	255446	+							FPZ22_RS13875	996		
CDS	with_protein	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	254451	255446	+	WP_246120838.1	WP_246120838.1		hypothetical protein			FPZ22_RS13875	996	331	
gene	protein_coding	GCF_007795095.1	Primary Assembly	chromosome		NZ_CP042218.1	255560	256360	-							FPZ22_RS01170	801		old_locus_tag=FPZ22_01170
